order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty
FJUN616202302,15/06/2022,789202,25891302,90,16/06/2022,16/06/2022,90
FJUN621202302,20/06/2022,789202,25891302,82,21/06/2022,21/06/2022,82
FJUN626202302,25/06/2022,789202,25891302,60,26/06/2022,25/06/2022,60
FJUN628202603,25/06/2022,789202,25891302,80,28/06/2022,28/06/2022,80
FJUN627202302,26/06/2022,789202,25891302,37,27/06/2022,27/06/2022,37
FJUN630202501,29/06/2022,789202,25891302,71,30/06/2022,30/06/2022,71
FJUL710202302,07/07/2022,789202,25891302,36,10/07/2022,10/07/2022,36
FJUL711202402,10/07/2022,789202,25891302,69,11/07/2022,11/07/2022,69
FJUL714202503,11/07/2022,789202,25891302,70,14/07/2022,14/07/2022,70
FJUL716202302,14/07/2022,789202,25891302,30,16/07/2022,15/07/2022,30
FJUL717202501,16/07/2022,789202,25891302,57,17/07/2022,17/07/2022,57
FJUL720202403,19/07/2022,789202,25891302,82,20/07/2022,20/07/2022,82
FJUL723202601,20/07/2022,789202,25891302,59,23/07/2022,23/07/2022,59
FJUL722202302,21/07/2022,789202,25891302,81,22/07/2022,22/07/2022,81
FJUL725202503,22/07/2022,789202,25891302,23,25/07/2022,25/07/2022,23
FJUL724202302,23/07/2022,789202,25891302,80,24/07/2022,24/07/2022,80
FJUL731202302,28/07/2022,789202,25891302,44,31/07/2022,31/07/2022,44
FAUG82202303,30/07/2022,789202,25891302,42,02/08/2022,02/08/2022,42
FAUG83202603,31/07/2022,789202,25891302,26,03/08/2022,03/08/2022,26
FAUG86202602,04/08/2022,789202,25891302,33,06/08/2022,06/08/2022,33
FAUG87202302,05/08/2022,789202,25891302,73,07/08/2022,07/08/2022,73
FAUG811202303,08/08/2022,789202,25891302,58,11/08/2022,10/08/2022,58
FAUG812202302,09/08/2022,789202,25891302,26,12/08/2022,12/08/2022,26
FAUG813202302,12/08/2022,789202,25891302,35,13/08/2022,12/08/2022,35
FAUG817202503,15/08/2022,789202,25891302,89,17/08/2022,17/08/2022,89
FAUG822202602,20/08/2022,789202,25891302,60,22/08/2022,22/08/2022,60
FAUG828202303,25/08/2022,789202,25891302,78,28/08/2022,28/08/2022,78
FAUG830202302,27/08/2022,789202,25891302,58,30/08/2022,30/08/2022,58
FAUG831202602,28/08/2022,789202,25891302,84,31/08/2022,31/08/2022,84
FMR32320302,01/03/2022,789320,25891302,54,02/03/2022,02/03/2022,54
FMR34603302,01/03/2022,789603,25891302,37,04/03/2022,04/03/2022,37
FMR32902402,01/03/2022,789902,25891302,70,02/03/2022,02/03/2022,70
FMR32720302,01/03/2022,789720,25891302,49,02/03/2022,02/03/2022,49
FMR33401603,01/03/2022,789401,25891302,40,03/03/2022,03/03/2022,40
FMR33121302,01/03/2022,789121,25891302,26,03/03/2022,03/03/2022,26
FMR35603302,02/03/2022,789603,25891302,61,05/03/2022,04/03/2022,61
FMR35621302,02/03/2022,789621,25891302,97,05/03/2022,05/03/2022,97
FMR33720403,02/03/2022,789720,25891302,75,03/03/2022,03/03/2022,75
FMR34321403,03/03/2022,789321,25891302,53,04/03/2022,04/03/2022,53
FMR35420302,03/03/2022,789420,25891302,81,05/03/2022,05/03/2022,81
FMR34201603,03/03/2022,789201,25891302,54,04/03/2022,04/03/2022,54
FMR35902302,03/03/2022,789902,25891302,44,05/03/2022,05/03/2022,44
FMR34303603,03/03/2022,789303,25891302,79,04/03/2022,04/03/2022,79
FMR34401302,03/03/2022,789401,25891302,71,04/03/2022,04/03/2022,71
FMR37621302,04/03/2022,789621,25891302,62,07/03/2022,06/03/2022,62
FMR37221303,04/03/2022,789221,25891302,23,07/03/2022,07/03/2022,23
FMR36403401,04/03/2022,789403,25891302,99,06/03/2022,06/03/2022,99
FMR37902502,04/03/2022,789902,25891302,32,07/03/2022,07/03/2022,32
FMR35601501,04/03/2022,789601,25891302,67,05/03/2022,05/03/2022,67
FMR36503501,04/03/2022,789503,25891302,88,06/03/2022,06/03/2022,88
FMR38102602,05/03/2022,789102,25891302,63,08/03/2022,08/03/2022,63
FMR38622503,05/03/2022,789622,25891302,20,08/03/2022,08/03/2022,20
FMR38721601,05/03/2022,789721,25891302,45,08/03/2022,08/03/2022,45
FMR38501503,05/03/2022,789501,25891302,40,08/03/2022,08/03/2022,40
FMR36201603,05/03/2022,789201,25891302,52,06/03/2022,06/03/2022,52
FMR36902303,05/03/2022,789902,25891302,86,06/03/2022,06/03/2022,86
FMR38521302,05/03/2022,789521,25891302,100,08/03/2022,08/03/2022,100
FMR37301602,05/03/2022,789301,25891302,43,07/03/2022,07/03/2022,43
FMR39102302,06/03/2022,789102,25891302,88,09/03/2022,09/03/2022,88
FMR37603402,06/03/2022,789603,25891302,24,07/03/2022,07/03/2022,24
FMR39621603,06/03/2022,789621,25891302,95,09/03/2022,09/03/2022,95
FMR37321502,06/03/2022,789321,25891302,30,07/03/2022,07/03/2022,30
FMR38902503,06/03/2022,789902,25891302,86,08/03/2022,08/03/2022,86
FMR37303302,06/03/2022,789303,25891302,94,07/03/2022,07/03/2022,94
FMR38401302,06/03/2022,789401,25891302,67,08/03/2022,08/03/2022,67
FMR39503302,06/03/2022,789503,25891302,47,09/03/2022,09/03/2022,47
FMR38320602,07/03/2022,789320,25891302,22,08/03/2022,08/03/2022,22
FMR310501302,07/03/2022,789501,25891302,85,10/03/2022,10/03/2022,85
FMR310201503,07/03/2022,789201,25891302,69,10/03/2022,10/03/2022,69
FMR310401402,07/03/2022,789401,25891302,33,10/03/2022,10/03/2022,33
FMR38301302,07/03/2022,789301,25891302,100,08/03/2022,08/03/2022,100
FMR39301501,07/03/2022,789301,25891302,100,09/03/2022,09/03/2022,100
FMR311622603,08/03/2022,789622,25891302,68,11/03/2022,11/03/2022,68
FMR39501602,08/03/2022,789501,25891302,81,09/03/2022,09/03/2022,81
FMR311501603,08/03/2022,789501,25891302,100,11/03/2022,11/03/2022,100
FMR39403603,08/03/2022,789403,25891302,53,09/03/2022,09/03/2022,53
FMR39201302,08/03/2022,789201,25891302,23,09/03/2022,09/03/2022,23
FMR310601502,08/03/2022,789601,25891302,42,10/03/2022,10/03/2022,42
FMR310503302,08/03/2022,789503,25891302,45,10/03/2022,10/03/2022,45
FMR312702303,09/03/2022,789702,25891302,81,12/03/2022,12/03/2022,81
FMR310320502,09/03/2022,789320,25891302,43,10/03/2022,10/03/2022,43
FMR311621302,09/03/2022,789621,25891302,79,11/03/2022,10/03/2022,79
FMR311221401,09/03/2022,789221,25891302,30,11/03/2022,11/03/2022,30
FMR310403302,09/03/2022,789403,25891302,43,10/03/2022,09/03/2022,43
FMR310220302,09/03/2022,789220,25891302,71,10/03/2022,10/03/2022,71
FMR311220302,09/03/2022,789220,25891302,93,11/03/2022,11/03/2022,93
FMR312220302,09/03/2022,789220,25891302,100,12/03/2022,11/03/2022,100
FMR311201603,09/03/2022,789201,25891302,100,11/03/2022,11/03/2022,100
FMR311303302,09/03/2022,789303,25891302,77,11/03/2022,11/03/2022,77
FMR312303603,09/03/2022,789303,25891302,35,12/03/2022,12/03/2022,35
FMR310720503,09/03/2022,789720,25891302,49,10/03/2022,10/03/2022,49
FMR312622602,10/03/2022,789622,25891302,95,12/03/2022,12/03/2022,95
FMR311320601,10/03/2022,789320,25891302,100,11/03/2022,11/03/2022,100
FMR311321601,10/03/2022,789321,25891302,77,11/03/2022,11/03/2022,77
FMR313321302,10/03/2022,789321,25891302,35,13/03/2022,13/03/2022,35
FMR311902601,10/03/2022,789902,25891302,65,11/03/2022,11/03/2022,65
FMR312521302,10/03/2022,789521,25891302,39,12/03/2022,11/03/2022,39
FMR312503503,10/03/2022,789503,25891302,28,12/03/2022,12/03/2022,28
FMR313621602,11/03/2022,789621,25891302,33,13/03/2022,13/03/2022,33
FMR314501603,11/03/2022,789501,25891302,87,14/03/2022,14/03/2022,87
FMR312421302,11/03/2022,789421,25891302,21,12/03/2022,12/03/2022,21
FMR314220302,11/03/2022,789220,25891302,78,14/03/2022,14/03/2022,78
FMR312201603,11/03/2022,789201,25891302,35,12/03/2022,12/03/2022,35
FMR314601501,11/03/2022,789601,25891302,25,14/03/2022,14/03/2022,25
FMR312522302,11/03/2022,789522,25891302,39,12/03/2022,12/03/2022,39
FMR314503302,11/03/2022,789503,25891302,67,14/03/2022,14/03/2022,67
FMR314301502,11/03/2022,789301,25891302,84,14/03/2022,14/03/2022,84
FMR314721601,12/03/2022,789721,25891302,82,14/03/2022,14/03/2022,82
FMR315103602,12/03/2022,789103,25891302,54,15/03/2022,15/03/2022,54
FMR313401603,12/03/2022,789401,25891302,71,13/03/2022,13/03/2022,71
FMR313601302,12/03/2022,789601,25891302,88,13/03/2022,13/03/2022,88
FMR316721302,13/03/2022,789721,25891302,40,16/03/2022,16/03/2022,40
FMR315321603,13/03/2022,789321,25891302,91,15/03/2022,15/03/2022,91
FMR316403501,13/03/2022,789403,25891302,72,16/03/2022,16/03/2022,72
FMR315902302,13/03/2022,789902,25891302,69,15/03/2022,14/03/2022,69
FMR314401403,13/03/2022,789401,25891302,56,14/03/2022,14/03/2022,56
FMR315301602,13/03/2022,789301,25891302,96,15/03/2022,15/03/2022,96
FMR317301602,14/03/2022,789301,25891302,36,17/03/2022,17/03/2022,36
FMR316102302,15/03/2022,789102,25891302,96,16/03/2022,16/03/2022,96
FMR317501302,15/03/2022,789501,25891302,94,17/03/2022,17/03/2022,94
FMR317303501,15/03/2022,789303,25891302,42,17/03/2022,17/03/2022,42
FMR318303401,15/03/2022,789303,25891302,80,18/03/2022,18/03/2022,80
FMR318720601,15/03/2022,789720,25891302,29,18/03/2022,18/03/2022,29
FMR316601602,15/03/2022,789601,25891302,94,16/03/2022,16/03/2022,94
FMR318121503,15/03/2022,789121,25891302,48,18/03/2022,18/03/2022,48
FMR319102603,16/03/2022,789102,25891302,96,19/03/2022,19/03/2022,96
FMR317320603,16/03/2022,789320,25891302,23,17/03/2022,17/03/2022,23
FMR318721602,16/03/2022,789721,25891302,50,18/03/2022,18/03/2022,50
FMR318621503,16/03/2022,789621,25891302,31,18/03/2022,18/03/2022,31
FMR319902503,16/03/2022,789902,25891302,70,19/03/2022,19/03/2022,70
FMR317401302,16/03/2022,789401,25891302,91,17/03/2022,17/03/2022,91
FMR319522302,16/03/2022,789522,25891302,99,19/03/2022,18/03/2022,99
FMR319121302,16/03/2022,789121,25891302,55,19/03/2022,18/03/2022,55
FMR317503601,16/03/2022,789503,25891302,80,17/03/2022,17/03/2022,80
FMR319301302,16/03/2022,789301,25891302,77,19/03/2022,19/03/2022,77
FMR318321602,17/03/2022,789321,25891302,31,18/03/2022,18/03/2022,31
FMR318403503,17/03/2022,789403,25891302,58,18/03/2022,18/03/2022,58
FMR320401601,17/03/2022,789401,25891302,20,20/03/2022,20/03/2022,20
FMR319903603,17/03/2022,789903,25891302,24,19/03/2022,19/03/2022,24
FMR320503503,17/03/2022,789503,25891302,55,20/03/2022,20/03/2022,55
FMR321501502,18/03/2022,789501,25891302,56,21/03/2022,21/03/2022,56
FMR321221602,18/03/2022,789221,25891302,81,21/03/2022,21/03/2022,81
FMR319720503,18/03/2022,789720,25891302,99,19/03/2022,19/03/2022,99
FMR320720503,18/03/2022,789720,25891302,56,20/03/2022,20/03/2022,56
FMR321503302,18/03/2022,789503,25891302,38,21/03/2022,21/03/2022,38
FMR320301603,18/03/2022,789301,25891302,52,20/03/2022,20/03/2022,52
FMR320102601,19/03/2022,789102,25891302,37,20/03/2022,20/03/2022,37
FMR321702502,19/03/2022,789702,25891302,92,21/03/2022,21/03/2022,92
FMR322721602,19/03/2022,789721,25891302,25,22/03/2022,22/03/2022,25
FMR320621603,19/03/2022,789621,25891302,89,20/03/2022,20/03/2022,89
FMR320201602,19/03/2022,789201,25891302,41,20/03/2022,20/03/2022,41
FMR321121303,19/03/2022,789121,25891302,76,21/03/2022,21/03/2022,76
FMR323601602,20/03/2022,789601,25891302,96,23/03/2022,23/03/2022,96
FMR322301302,20/03/2022,789301,25891302,81,22/03/2022,22/03/2022,81
FMR321320402,20/03/2022,789320,25891302,70,21/03/2022,21/03/2022,70
FMR323320603,20/03/2022,789320,25891302,53,23/03/2022,23/03/2022,53
FMR322622401,21/03/2022,789622,25891302,25,22/03/2022,22/03/2022,25
FMR324622601,21/03/2022,789622,25891302,50,24/03/2022,24/03/2022,50
FMR323603402,21/03/2022,789603,25891302,98,23/03/2022,23/03/2022,98
FMR323621501,21/03/2022,789621,25891302,51,23/03/2022,23/03/2022,51
FMR323321302,21/03/2022,789321,25891302,42,23/03/2022,22/03/2022,42
FMR324321302,21/03/2022,789321,25891302,65,24/03/2022,24/03/2022,65
FMR322501603,21/03/2022,789501,25891302,85,22/03/2022,22/03/2022,85
FMR324420302,21/03/2022,789420,25891302,66,24/03/2022,24/03/2022,66
FMR323501603,22/03/2022,789501,25891302,34,23/03/2022,23/03/2022,34
FMR323221602,22/03/2022,789221,25891302,47,23/03/2022,23/03/2022,47
FMR323403302,22/03/2022,789403,25891302,71,23/03/2022,23/03/2022,71
FMR325403302,22/03/2022,789403,25891302,28,25/03/2022,25/03/2022,28
FMR325201601,22/03/2022,789201,25891302,92,25/03/2022,25/03/2022,92
FMR323720503,22/03/2022,789720,25891302,76,23/03/2022,23/03/2022,76
FMR325720302,22/03/2022,789720,25891302,96,25/03/2022,24/03/2022,96
FMR325301302,22/03/2022,789301,25891302,21,25/03/2022,25/03/2022,21
FMR326601501,23/03/2022,789601,25891302,33,26/03/2022,26/03/2022,33
FMR326220603,23/03/2022,789220,25891302,22,26/03/2022,26/03/2022,22
FMR324903602,23/03/2022,789903,25891302,26,24/03/2022,24/03/2022,26
FMR326102302,24/03/2022,789102,25891302,76,26/03/2022,26/03/2022,76
FMR325622302,24/03/2022,789622,25891302,59,25/03/2022,24/03/2022,59
FMR325320302,24/03/2022,789320,25891302,31,25/03/2022,25/03/2022,31
FMR325220503,24/03/2022,789220,25891302,54,25/03/2022,25/03/2022,54
FMR327220302,24/03/2022,789220,25891302,27,27/03/2022,27/03/2022,27
FMR326103402,24/03/2022,789103,25891302,41,26/03/2022,26/03/2022,41
FMR326303302,24/03/2022,789303,25891302,34,26/03/2022,26/03/2022,34
FMR326401403,24/03/2022,789401,25891302,61,26/03/2022,26/03/2022,61
FMR326320302,25/03/2022,789320,25891302,89,26/03/2022,26/03/2022,89
FMR327621502,25/03/2022,789621,25891302,66,27/03/2022,27/03/2022,66
FMR326501503,25/03/2022,789501,25891302,77,26/03/2022,26/03/2022,77
FMR327420302,25/03/2022,789420,25891302,36,27/03/2022,26/03/2022,36
FMR328903302,25/03/2022,789903,25891302,92,28/03/2022,28/03/2022,92
FMR326422302,25/03/2022,789422,25891302,89,26/03/2022,25/03/2022,89
FMR329102603,26/03/2022,789102,25891302,94,29/03/2022,29/03/2022,94
FMR327321302,26/03/2022,789321,25891302,21,27/03/2022,27/03/2022,21
FMR327501603,26/03/2022,789501,25891302,50,27/03/2022,27/03/2022,50
FMR329220602,26/03/2022,789220,25891302,86,29/03/2022,29/03/2022,86
FMR329720302,26/03/2022,789720,25891302,44,29/03/2022,29/03/2022,44
FMR329401603,26/03/2022,789401,25891302,65,29/03/2022,29/03/2022,65
FMR328503603,26/03/2022,789503,25891302,31,28/03/2022,28/03/2022,31
FMR330622403,27/03/2022,789622,25891302,40,30/03/2022,30/03/2022,40
FMR328603302,27/03/2022,789603,25891302,99,28/03/2022,28/03/2022,99
FMR328621603,27/03/2022,789621,25891302,78,28/03/2022,28/03/2022,78
FMR330621303,27/03/2022,789621,25891302,25,30/03/2022,30/03/2022,25
FMR328902601,27/03/2022,789902,25891302,26,28/03/2022,28/03/2022,26
FMR329301403,27/03/2022,789301,25891302,99,29/03/2022,29/03/2022,99
FMR329603302,28/03/2022,789603,25891302,21,29/03/2022,29/03/2022,21
FMR331621302,28/03/2022,789621,25891302,72,31/03/2022,31/03/2022,72
FMR329321503,28/03/2022,789321,25891302,82,29/03/2022,29/03/2022,82
FMR330221302,28/03/2022,789221,25891302,22,30/03/2022,30/03/2022,22
FMR331403302,28/03/2022,789403,25891302,27,31/03/2022,31/03/2022,27
FMR330201601,28/03/2022,789201,25891302,76,30/03/2022,30/03/2022,76
FMR330902602,28/03/2022,789902,25891302,72,30/03/2022,30/03/2022,72
FMR331720602,28/03/2022,789720,25891302,21,31/03/2022,31/03/2022,21
FMR329522303,28/03/2022,789522,25891302,80,29/03/2022,29/03/2022,80
FMR330301502,28/03/2022,789301,25891302,50,30/03/2022,30/03/2022,50
FAP41501603,29/03/2022,789501,25891302,47,01/04/2022,01/04/2022,47
FAP41303501,29/03/2022,789303,25891302,56,01/04/2022,01/04/2022,56
FAP41401602,29/03/2022,789401,25891302,75,01/04/2022,01/04/2022,75
FMR331121302,29/03/2022,789121,25891302,75,31/03/2022,31/03/2022,75
FMR331721603,30/03/2022,789721,25891302,85,31/03/2022,31/03/2022,85
FAP41321302,30/03/2022,789321,25891302,64,01/04/2022,01/04/2022,64
FAP42501503,30/03/2022,789501,25891302,34,02/04/2022,02/04/2022,34
FMR331201602,30/03/2022,789201,25891302,50,31/03/2022,31/03/2022,50
FAP42201603,30/03/2022,789201,25891302,80,02/04/2022,02/04/2022,80
FMR331303302,30/03/2022,789303,25891302,47,31/03/2022,31/03/2022,47
FMR331401502,30/03/2022,789401,25891302,42,31/03/2022,31/03/2022,42
FMR331903302,30/03/2022,789903,25891302,26,31/03/2022,31/03/2022,26
FAP41503302,30/03/2022,789503,25891302,61,01/04/2022,01/04/2022,61
FAP41621603,31/03/2022,789621,25891302,55,01/04/2022,01/04/2022,55
FAP43321503,31/03/2022,789321,25891302,79,03/04/2022,03/04/2022,79
FAP41420501,31/03/2022,789420,25891302,36,01/04/2022,01/04/2022,36
FAP42122302,31/03/2022,789122,25891302,44,02/04/2022,01/04/2022,44
FAP42720601,31/03/2022,789720,25891302,33,02/04/2022,02/04/2022,33
FAP43702501,01/04/2022,789702,25891302,35,03/04/2022,03/04/2022,35
FAP42221503,01/04/2022,789221,25891302,63,02/04/2022,02/04/2022,63
FAP44221303,01/04/2022,789221,25891302,46,04/04/2022,04/04/2022,46
FAP42902503,01/04/2022,789902,25891302,57,02/04/2022,02/04/2022,57
FAP42401601,01/04/2022,789401,25891302,22,02/04/2022,02/04/2022,22
FAP43903302,01/04/2022,789903,25891302,79,03/04/2022,03/04/2022,79
FAP44903302,01/04/2022,789903,25891302,95,04/04/2022,03/04/2022,95
FAP45603302,02/04/2022,789603,25891302,38,05/04/2022,05/04/2022,38
FAP44721603,02/04/2022,789721,25891302,64,04/04/2022,04/04/2022,64
FAP43403501,02/04/2022,789403,25891302,86,03/04/2022,03/04/2022,86
FAP45201502,02/04/2022,789201,25891302,83,05/04/2022,05/04/2022,83
FAP44401401,02/04/2022,789401,25891302,92,04/04/2022,04/04/2022,92
FAP44320601,03/04/2022,789320,25891302,36,04/04/2022,04/04/2022,36
FAP44501602,03/04/2022,789501,25891302,78,04/04/2022,04/04/2022,78
FAP46501402,03/04/2022,789501,25891302,71,06/04/2022,05/04/2022,71
FAP44201303,03/04/2022,789201,25891302,35,04/04/2022,04/04/2022,35
FAP44503302,03/04/2022,789503,25891302,51,04/04/2022,04/04/2022,51
FAP45320302,04/04/2022,789320,25891302,95,05/04/2022,05/04/2022,95
FAP45221502,04/04/2022,789221,25891302,91,05/04/2022,05/04/2022,91
FAP47221302,04/04/2022,789221,25891302,94,07/04/2022,07/04/2022,94
FAP45403602,04/04/2022,789403,25891302,76,05/04/2022,05/04/2022,76
FAP47201602,04/04/2022,789201,25891302,40,07/04/2022,07/04/2022,40
FAP47122302,04/04/2022,789122,25891302,25,07/04/2022,06/04/2022,25
FAP45121302,04/04/2022,789121,25891302,40,05/04/2022,04/04/2022,40
FAP45503603,04/04/2022,789503,25891302,55,05/04/2022,05/04/2022,55
FAP47301601,04/04/2022,789301,25891302,27,07/04/2022,07/04/2022,27
FAP47622302,05/04/2022,789622,25891302,21,07/04/2022,07/04/2022,21
FAP47320502,05/04/2022,789320,25891302,61,07/04/2022,07/04/2022,61
FAP47220302,05/04/2022,789220,25891302,63,07/04/2022,07/04/2022,63
FAP46201602,05/04/2022,789201,25891302,28,06/04/2022,06/04/2022,28
FAP47902603,05/04/2022,789902,25891302,52,07/04/2022,07/04/2022,52
FAP46303601,05/04/2022,789303,25891302,92,06/04/2022,06/04/2022,92
FAP47720602,05/04/2022,789720,25891302,30,07/04/2022,07/04/2022,30
FAP47401402,05/04/2022,789401,25891302,49,07/04/2022,07/04/2022,49
FAP49102603,06/04/2022,789102,25891302,31,09/04/2022,09/04/2022,31
FAP49622302,06/04/2022,789622,25891302,81,09/04/2022,09/04/2022,81
FAP48303302,06/04/2022,789303,25891302,40,08/04/2022,08/04/2022,40
FAP48720302,06/04/2022,789720,25891302,66,08/04/2022,08/04/2022,66
FAP49503601,06/04/2022,789503,25891302,53,09/04/2022,09/04/2022,53
FAP47422302,06/04/2022,789422,25891302,34,07/04/2022,07/04/2022,34
FAP49902603,07/04/2022,789902,25891302,35,09/04/2022,09/04/2022,35
FAP410601601,07/04/2022,789601,25891302,74,10/04/2022,10/04/2022,74
FAP48503503,07/04/2022,789503,25891302,91,08/04/2022,08/04/2022,91
FAP49320501,08/04/2022,789320,25891302,32,09/04/2022,09/04/2022,32
FAP410501402,08/04/2022,789501,25891302,78,10/04/2022,10/04/2022,78
FAP411221501,08/04/2022,789221,25891302,40,11/04/2022,11/04/2022,40
FAP411520302,08/04/2022,789520,25891302,69,11/04/2022,10/04/2022,69
FAP410303401,08/04/2022,789303,25891302,50,10/04/2022,10/04/2022,50
FAP411303503,08/04/2022,789303,25891302,54,11/04/2022,11/04/2022,54
FAP411720403,08/04/2022,789720,25891302,72,11/04/2022,11/04/2022,72
FAP410401503,08/04/2022,789401,25891302,60,10/04/2022,10/04/2022,60
FAP411401602,08/04/2022,789401,25891302,96,11/04/2022,11/04/2022,96
FAP412102602,09/04/2022,789102,25891302,89,12/04/2022,12/04/2022,89
FAP410622503,09/04/2022,789622,25891302,22,10/04/2022,10/04/2022,22
FAP412621302,09/04/2022,789621,25891302,22,12/04/2022,12/04/2022,22
FAP411321503,09/04/2022,789321,25891302,35,11/04/2022,11/04/2022,35
FAP412401402,09/04/2022,789401,25891302,57,12/04/2022,12/04/2022,57
FAP410301502,09/04/2022,789301,25891302,92,10/04/2022,10/04/2022,92
FAP411102602,10/04/2022,789102,25891302,88,11/04/2022,11/04/2022,88
FAP412622603,10/04/2022,789622,25891302,89,12/04/2022,12/04/2022,89
FAP413622403,10/04/2022,789622,25891302,31,13/04/2022,13/04/2022,31
FAP411320502,10/04/2022,789320,25891302,97,11/04/2022,11/04/2022,97
FAP412321403,10/04/2022,789321,25891302,46,12/04/2022,12/04/2022,46
FAP412902401,10/04/2022,789902,25891302,36,12/04/2022,12/04/2022,36
FAP412303302,10/04/2022,789303,25891302,81,12/04/2022,12/04/2022,81
FAP411301302,10/04/2022,789301,25891302,74,11/04/2022,11/04/2022,74
FAP413321302,11/04/2022,789321,25891302,90,13/04/2022,13/04/2022,90
FAP412220602,11/04/2022,789220,25891302,31,12/04/2022,12/04/2022,31
FAP413902502,11/04/2022,789902,25891302,97,13/04/2022,13/04/2022,97
FAP413720302,11/04/2022,789720,25891302,61,13/04/2022,13/04/2022,61
FAP414702302,12/04/2022,789702,25891302,62,14/04/2022,13/04/2022,62
FAP414622603,12/04/2022,789622,25891302,69,14/04/2022,14/04/2022,69
FAP414320402,12/04/2022,789320,25891302,31,14/04/2022,14/04/2022,31
FAP413621501,12/04/2022,789621,25891302,27,13/04/2022,13/04/2022,27
FAP415421302,12/04/2022,789421,25891302,94,15/04/2022,15/04/2022,94
FAP413420302,12/04/2022,789420,25891302,75,13/04/2022,13/04/2022,75
FAP415220302,12/04/2022,789220,25891302,68,15/04/2022,15/04/2022,68
FAP413303302,12/04/2022,789303,25891302,100,13/04/2022,13/04/2022,100
FAP414303302,12/04/2022,789303,25891302,48,14/04/2022,14/04/2022,48
FAP415303603,12/04/2022,789303,25891302,72,15/04/2022,15/04/2022,72
FAP414401302,12/04/2022,789401,25891302,84,14/04/2022,14/04/2022,84
FAP416102302,13/04/2022,789102,25891302,25,16/04/2022,16/04/2022,25
FAP415320503,13/04/2022,789320,25891302,25,15/04/2022,15/04/2022,25
FAP415501302,13/04/2022,789501,25891302,72,15/04/2022,15/04/2022,72
FAP415221302,13/04/2022,789221,25891302,73,15/04/2022,15/04/2022,73
FAP416520302,13/04/2022,789520,25891302,30,16/04/2022,16/04/2022,30
FAP416422503,13/04/2022,789422,25891302,68,16/04/2022,16/04/2022,68
FAP416622602,14/04/2022,789622,25891302,20,16/04/2022,16/04/2022,20
FAP415621602,14/04/2022,789621,25891302,48,15/04/2022,15/04/2022,48
FAP417621501,14/04/2022,789621,25891302,47,17/04/2022,16/04/2022,47
FAP417321402,14/04/2022,789321,25891302,91,17/04/2022,17/04/2022,91
FAP416403303,14/04/2022,789403,25891302,38,16/04/2022,16/04/2022,38
FAP417320503,15/04/2022,789320,25891302,55,17/04/2022,17/04/2022,55
FAP416721403,15/04/2022,789721,25891302,84,16/04/2022,16/04/2022,84
FAP416321602,15/04/2022,789321,25891302,68,16/04/2022,16/04/2022,68
FAP417403502,15/04/2022,789403,25891302,49,17/04/2022,17/04/2022,49
FAP418403302,15/04/2022,789403,25891302,33,18/04/2022,18/04/2022,33
FAP416220602,15/04/2022,789220,25891302,38,16/04/2022,16/04/2022,38
FAP417201302,15/04/2022,789201,25891302,74,17/04/2022,17/04/2022,74
FAP419622501,16/04/2022,789622,25891302,72,19/04/2022,19/04/2022,72
FAP419521302,16/04/2022,789521,25891302,89,19/04/2022,19/04/2022,89
FAP418720603,16/04/2022,789720,25891302,73,18/04/2022,18/04/2022,73
FAP419401602,16/04/2022,789401,25891302,68,19/04/2022,19/04/2022,68
FAP417121302,16/04/2022,789121,25891302,98,17/04/2022,16/04/2022,98
FAP418121302,16/04/2022,789121,25891302,67,18/04/2022,18/04/2022,67
FAP419301603,16/04/2022,789301,25891302,79,19/04/2022,19/04/2022,79
FAP418220302,17/04/2022,789220,25891302,57,18/04/2022,18/04/2022,57
FAP419201403,17/04/2022,789201,25891302,66,19/04/2022,19/04/2022,66
FAP419902302,17/04/2022,789902,25891302,45,19/04/2022,19/04/2022,45
FAP420401302,17/04/2022,789401,25891302,77,20/04/2022,20/04/2022,77
FAP419903602,17/04/2022,789903,25891302,61,19/04/2022,19/04/2022,61
FAP419422302,17/04/2022,789422,25891302,63,19/04/2022,19/04/2022,63
FAP419501601,18/04/2022,789501,25891302,44,19/04/2022,19/04/2022,44
FAP421201602,18/04/2022,789201,25891302,90,21/04/2022,21/04/2022,90
FAP419303302,18/04/2022,789303,25891302,89,19/04/2022,18/04/2022,89
FAP421422302,18/04/2022,789422,25891302,34,21/04/2022,21/04/2022,34
FAP421102302,19/04/2022,789102,25891302,73,21/04/2022,21/04/2022,73
FAP421420302,19/04/2022,789420,25891302,46,21/04/2022,20/04/2022,46
FAP420403602,19/04/2022,789403,25891302,85,20/04/2022,20/04/2022,85
FAP423320502,20/04/2022,789320,25891302,34,23/04/2022,23/04/2022,34
FAP421501502,20/04/2022,789501,25891302,89,21/04/2022,21/04/2022,89
FAP421220402,20/04/2022,789220,25891302,25,21/04/2022,21/04/2022,25
FAP423720502,20/04/2022,789720,25891302,85,23/04/2022,23/04/2022,85
FAP421601603,20/04/2022,789601,25891302,74,21/04/2022,21/04/2022,74
FAP423622602,21/04/2022,789622,25891302,100,23/04/2022,23/04/2022,100
FAP424621503,21/04/2022,789621,25891302,41,24/04/2022,24/04/2022,41
